name,scientific name,size,difficulty,min. Tank size,specific gravity,PH,temperature,water hardness,stocking ratio,diet,life span,origin,family
Santa Cruz Cory (,Corydoras cruziensis,"3.8-5.1cm (1.5-2  "")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","6.0 - 7.2
","22.2-26.1°C (72 -79  °F)
","2-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Smokey Cory,,,,,,,,,,,,,
Spotted Corydoras,,,,,,,,,,,,,
Water conditioner,,,,,,,,,,,,,
Smudge Spot Cory,,,,,,,,,,,,,
Schwartz's Cory,,,,,,,,,,,,,
Skunk Cory,,,,,,,,,,,,,
Sangama Cory,,,,,,,,,,,,,
Sodium thiosulfate,,,,,,,,,,,,,
Schultz's Cory,,,,,,,,,,,,,
Slate Cory,,,,,,,,,,,,,
Rabaut's Cory (,Corydoras rabauti,"5.1-5.6cm (2-2.2  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","5.5 - 7.2
","22.8-26.1°C (73 -79  °F)
","0-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Pygmy Cory (,Corydoras pygmaeus,"2.5-3.3cm (1-1.3  "")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","6.0 - 8.0
","22 -26  °C (71.6-78.8°F)
","6-16 °d
","1:2 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Peru Black Cory (,Corydoras semiaquilus,"7.6-8.1cm (3-3.2  "")
",Moderate,"114 Litres (30   US G.)
","Freshwater  
","6.0 - 7.0
","22.2-26.1°C (72 -79  °F)
","1-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Sand's Cory,,,,,,,,,,,,,
Pinheiroi Cory (,Corydoras pinheiroi,"5.1-6.6cm (2-2.6  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.2
","25-27.8°C (77 -82  °F)
","3-15 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Peppered Cory (,Corydoras paleatus,"5.1-7.6cm (2-3  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.5
","18 -25  °C (64.4-77°F)
","5-10 °d
","1:2 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Rust Cory,,,,,,,,,,,,,
Santa Cruz Cory,,,,,,,,,,,,,
Reticulated Cory,,,,,,,,,,,,,
Robust Cory,,,,,,,,,,,,,
Reynold's Cory,,,,,,,,,,,,,
Salt and Pepper Catfish,,,,,,,,,,,,,
Pastaza Cory (,Corydoras pastazensis,"6.4-7.1cm (2.5-2.8  "")
",Moderate,"114 Litres (30   US G.)
","Freshwater  
","6.0 - 7.2
","22.2-26.1°C (72 -79  °F)
","2-15 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Peppered Cory (,Corydoras paleatus,"5.1-7.6cm (2-3  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.5
","18 -25  °C (64.4-77°F)
","5-10 °d
","1:2 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Sodium thiosulphate,,,,,,,,,,,,,
Panda Corydoras (,Corydoras panda,"3.8-5.1cm (1.5-2  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.4
","21.1-23.9°C (70 -75  °F)
","6-10 °d
","2:3 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Peru Black Cory,,,,,,,,,,,,,
Pantana Cory (,Corydoras pantanalensis,"7.1-8.1cm (2.8-3.2  "")
",Moderate,"114 Litres (30   US G.)
","Freshwater  
","6.5 - 7.5
","22.2-26.1°C (72 -79  °F)
","5-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Panda Corydoras (,Corydoras panda,"3.8-5.1cm (1.5-2  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.4
","21.1-23.9°C (70 -75  °F)
","6-10 °d
","2:3 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Ornate Cory (,Corydoras ornatus,"6.4-7.1cm (2.5-2.8  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.2
","22.8-26.1°C (73 -79  °F)
","2-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Olga Cory (,Corydoras simulatus,"6.4-7.1cm (2.5-2.8  "")
",Moderate,"114 Litres (30   US G.)
","Freshwater  
","6.0 - 7.2
","20-25°C (68 -77  °F)
","2-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Rabaut's Cory,,,,,,,,,,,,,
Pygmy Cory,,,,,,,,,,,,,
Nijssen's Cory (,Corydoras nijsseni,"4.6-5.1cm (1.8-2  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","5.0 - 7.0
","22.2-25.6°C (72 -78  °F)
","0-10 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Natterer's Cory (,Corydoras nattereri,"5.1-6.6cm (2-2.6  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.6
","20-22.8°C (68 -73  °F)
","1-15 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Pinheiroi Cory,,,,,,,,,,,,,
Napo Cory (,Corydoras napoensis,"4.6-5.1cm (1.8-2  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.4
","22.2-26.1°C (72 -79  °F)
","1-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Flag-Tailed Corydoras (,Corydoras robineae,"5.1-7.1cm (2-2.8  "")
",Moderate,"114 Litres (30   US G.)
","Freshwater  
","6.0 - 7.5
","21 -26  °C (69.8-78.8°F)
","6-16 °d
","1:2 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Peppered Corydoras,,,,,,,,,,,,,
Dusky Corydoras (,Corydoras septentrionalis,"5.1-6.4cm (2-2.5  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.5
","21.7-25.6°C (71 -78  °F)
","6-16 °d
","1:2 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Millenium Cory (,Corydoras spectabilis,"6.4-7.1cm (2.5-2.8  "")
",Moderate,"114 Litres (30   US G.)
","Freshwater  
","6.5 - 7.2
","22.8-27.2°C (73 -81  °F)
","5-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Mosiac Cory (,Corydoras haraldschultzi,"7.6-8.6cm (3-3.4  "")
",Moderate,"114 Litres (30   US G.)
","Freshwater  
","6.0 - 7.2
","23.9-26.1°C (75 -79  °F)
","2-15 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Peppered Cory,,,,,,,,,,,,,
Pastaza Cory,,,,,,,,,,,,,
Reticulated Cory (,Corydoras reticulatus,"5.1-6.1cm (2-2.4  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.2
","22.2-26.1°C (72 -79  °F)
","2-15 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Sangama Cory (,Corydoras virginiae,"5.1-6.1cm (2-2.4  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.2
","22.2-27.2°C (72 -81  °F)
","5-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Many-Spotted Cory (,Corydoras polystictus,"3.8-5.1cm (1.5-2  "")
",Easy,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.6
","20 -25  °C (68-77°F)
","2-18 °d
","2:3 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Olga Cory,,,,,,,,,,,,,
Ornate Cory,,,,,,,,,,,,,
Panda Corydoras,,,,,,,,,,,,,
Panda Cory,,,,,,,,,,,,,
Pantana Cory,,,,,,,,,,,,,
Loxozonus Cory (,Corydoras loxozonus,"5.1-5.6cm (2-2.2  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.2
","21.1-23.9°C (70 -75  °F)
","2-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Loreto Panda Cory (,Corydoras ortegai,"2.5-4.1cm (1-1.6  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.5 - 7.2
","23.9-25.6°C (75 -78  °F)
","5-10 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Loreto Cory (,Corydoras loretoensis,"3.8-5.1cm (1.5-2  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.2
","22.2-25°C (72 -77  °F)
","2-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Napo Cory,,,,,,,,,,,,,
Long-Nosed Smudge Spot Cory (,Corydoras ourastigma,"5.1-6.6cm (2-2.6  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.2
","23.9-26.1°C (75 -79  °F)
","2-15 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Nijssen's Cory,,,,,,,,,,,,,
Natterer's Cory,,,,,,,,,,,,,
Mrs Schwartz's Cory,,,,,,,,,,,,,
Northern Longnose Cory,,,,,,,,,,,,,
Mosiac Cory,,,,,,,,,,,,,
Miguelito Cory,,,,,,,,,,,,,
Mosaic Cory,,,,,,,,,,,,,
Millenium Cory,,,,,,,,,,,,,
Many-Spotted Cory,,,,,,,,,,,,,
Long-Finned Corydora (,Corydoras longipinnis,"5.1-7.6cm (2-3  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","7.0 - 7.5
","17 -22  °C (62.6-71.6°F)
","6-10 °d
","2:3 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Imitator Cory (,Corydoras imitator,"5.1-6.6cm (2-2.6  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","5.6 - 7.0
","22.8-26.1°C (73 -79  °F)
","1-15 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Loreto Panda Cory,,,,,,,,,,,,,
Loxozonus Cory,,,,,,,,,,,,,
Green-Gold Cory (,Corydoras melanotaenia,"5.1-6.1cm (2-2.4  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.2
","20-22.8°C (68 -73  °F)
","2-15 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Guapore Cory (,Corydoras guapore,"3.8-5.1cm (1.5-2  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.5 - 7.2
","22.8-27.2°C (73 -81  °F)
","5-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Loreto Cory,,,,,,,,,,,,,
Fowler's Cory (,Corydoras fowleri,"6.4-7.1cm (2.5-2.8  "")
",Moderate,"114 Litres (30   US G.)
","Freshwater  
","6.0 - 7.2
","21.1-23.9°C (70 -75  °F)
","1-15 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Gray Cory (,Corydoras griseus,"3.8-5.1cm (1.5-2  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.2
","22.2-26.1°C (72 -79  °F)
","3-15 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Leopard Cory (,Corydoras julii,"5.1-6.4cm (2-2.5  "")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","6.5 - 7.8
","22 -24  °C (71.6-75.2°F)
","2-20 °d
","1:2 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Long-Nosed Smudge Spot Cory,,,,,,,,,,,,,
Geryi Cory (,Corydoras geryi,"5.1-7.1cm (2-2.8  "")
",Moderate,"114 Litres (30   US G.)
","Freshwater  
","6.0 - 7.8
","22.2-26.1°C (72 -79  °F)
","2-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Gomez Cory (,Corydoras gomezi,"5.1-6.1cm (2-2.4  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.8
","22.2-26.1°C (72 -79  °F)
","2-15 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Garbei Cory (,Corydoras garbei,"3.8-5.1cm (1.5-2  "")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","6.5 - 7.2
","22 -28  °C (71.6-82.4°F)
","5-8 °d
","1:2 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Long-Nosed Skunk Cory (,Corydoras narcissus,"6.6-7.6cm (2.6-3  "")
",Moderate,"208 Litres (55   US G.)
","Freshwater  
","6.0 - 7.0
","22.8-25°C (73 -77  °F)
","1-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Flag-Tailed Corydoras (,Corydoras robineae,"5.1-7.1cm (2-2.8  "")
",Moderate,"114 Litres (30   US G.)
","Freshwater  
","6.0 - 7.5
","21 -26  °C (69.8-78.8°F)
","6-16 °d
","1:2 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Imitator Cory,,,,,,,,,,,,,
Fowler's Cory (,Corydoras fowleri,"6.4-7.1cm (2.5-2.8  "")
",Moderate,"114 Litres (30   US G.)
","Freshwater  
","6.0 - 7.2
","21.1-23.9°C (70 -75  °F)
","1-15 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Flag-Tailed Panda Cory (,Corydoras oiapoquensis,"5.1-5.6cm (2-2.2  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.2
","22.8-27.8°C (73 -82  °F)
","2-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Long-Finned Corydora,,,,,,,,,,,,,
Delphax Cory (,Corydoras delphax,"5.1-7.1cm (2-2.8  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.2
","22.2-26.1°C (72 -79  °F)
","2-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Gray Cory,,,,,,,,,,,,,
Flag-Tailed Corydoras (,Corydoras robineae,"5.1-7.1cm (2-2.8  "")
",Moderate,"114 Litres (30   US G.)
","Freshwater  
","6.0 - 7.5
","21 -26  °C (69.8-78.8°F)
","6-16 °d
","1:2 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
False Bandit Cory (,Corydoras melini,"2.5-4.6cm (1-1.8  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","5.5 - 7.0
","22.2-26.1°C (72 -79  °F)
","0-10 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Black Fin Cory (,Corydoras leucomelas,"2.5-5.1cm (1-2  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","5.6 - 7.0
","25 -30  °C (77-86°F)
","3-8 °d
","1:2 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Guapore Cory,,,,,,,,,,,,,
False Network Cory (,Corydoras sodalis,"5.1-6.1cm (2-2.4  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.6
","22.2-26.1°C (72 -79  °F)
","1-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Julii Corydoras,,,,,,,,,,,,,
Huanta Cory,,,,,,,,,,,,,
Flagtail Cory,,,,,,,,,,,,,
Flag-Tailed Panda Cory,,,,,,,,,,,,,
Fairy Corydoras (,Corydoras atropersonatus,"3.8-5.1cm (1.5-2  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","5.6 - 7.0
","21.1-23.9°C (70 -75  °F)
","2-10 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Green-Gold Cory,,,,,,,,,,,,,
Ephippifer Cory (,Corydoras ephippifer,"5.1-6.6cm (2-2.6  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.2
","22.2-25°C (72 -77  °F)
","3-15 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Fowler's Cory,,,,,,,,,,,,,
Bronze Cory (,Corydoras aeneus,"3-7  cm (1.2-2.8"")
",Easy,"76 Litres (20   US G.)
","Freshwater  
","5.8 - 7.5
","22 -26  °C (71.6-78.8°F)
","20-30 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Green-Gold Cory (,Corydoras melanotaenia,"5.1-6.1cm (2-2.4  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.2
","20-22.8°C (68 -73  °F)
","2-15 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
False Blochi Catfish,,,,,,,,,,,,,
Garbei Cory,,,,,,,,,,,,,
Long-Nosed Skunk Cory,,,,,,,,,,,,,
Gomez Cory,,,,,,,,,,,,,
Elegant Cory (,Corydoras elegans,"5.1-5.6cm (2-2.2  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.4
","22.2-25°C (72 -77  °F)
","1-15 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Geryi Cory,,,,,,,,,,,,,
Pygmy Cory (,Corydoras pygmaeus,"2.5-3.3cm (1-1.3  "")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","6.0 - 8.0
","22 -26  °C (71.6-78.8°F)
","6-16 °d
","1:2 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Ehrhard's Cory (,Corydoras ehrhardti,"5.1-5.6cm (2-2.2  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.2
","18.9-22.2°C (66 -72  °F)
","2-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
False Network Cory,,,,,,,,,,,,,
Dusky Corydoras (,Corydoras septentrionalis,"5.1-6.4cm (2-2.5  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.5
","21.7-25.6°C (71 -78  °F)
","6-16 °d
","1:2 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Diphyes Cory (,Corydoras diphyes,"3.8-5.1cm (1.5-2  "")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","6.5 - 7.7
","20-23.9°C (68 -75  °F)
","2-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
False Bandit Cory,,,,,,,,,,,,,
False Spotted Catfish,,,,,,,,,,,,,
Flag-Tailed Corydoras,,,,,,,,,,,,,
Fairy Corydoras,,,,,,,,,,,,,
Venezuelan Pygmy Cory (,Corydoras habrosus,"3.3-3.6cm (1.3-1.4  "")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","6.2 - 7.2
","22 -26  °C (71.6-78.8°F)
","8-15 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Delphax Cory (,Corydoras delphax,"5.1-7.1cm (2-2.8  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.2
","22.2-26.1°C (72 -79  °F)
","2-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Elongate Bronze Cory,,,,,,,,,,,,,
Ephippifer Cory,,,,,,,,,,,,,
Bronze Corydora,,,,,,,,,,,,,
Long-Finned Corydora (,Corydoras longipinnis,"5.1-7.6cm (2-3  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","7.0 - 7.5
","17 -22  °C (62.6-71.6°F)
","6-10 °d
","2:3 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Loreto Panda Cory (,Corydoras ortegai,"2.5-4.1cm (1-1.6  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.5 - 7.2
","23.9-25.6°C (75 -78  °F)
","5-10 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Elegant Cory,,,,,,,,,,,,,
Dwarf Cory,,,,,,,,,,,,,
Ehrhard's Cory,,,,,,,,,,,,,
Reynold's Cory (,Corydoras reynoldsi,"3-3.2  cm (1.2-1.3"")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","6.0 - 8.0
","22 -26  °C (71.6-78.8°F)
","1-20 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Colicana Cory (,Corydoras incolicana,"6.4-8.1cm (2.5-3.2  "")
",Moderate,"114 Litres (30   US G.)
","Freshwater  
","6.0 - 7.2
","22.2-26.1°C (72 -79  °F)
","2-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Copei Cory (,Corydoras copei,"3.8-5.1cm (1.5-2  "")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","6.0 - 7.2
","22.2-25°C (72 -77  °F)
","2-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Diphyes Cory,,,,,,,,,,,,,
Dusky Corydoras,,,,,,,,,,,,,
Xingu Cory (,Corydoras xinguensis,"3.8-5.1cm (1.5-2  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.2
","22.2-27.2°C (72 -81  °F)
","5-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Delphax Cory,,,,,,,,,,,,,
Xingu Cory (,Corydoras xinguensis,"3.8-5.1cm (1.5-2  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.2
","22.2-27.2°C (72 -81  °F)
","5-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Santa Cruz Cory (,Corydoras cruziensis,"3.8-5.1cm (1.5-2  "")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","6.0 - 7.2
","22.2-26.1°C (72 -79  °F)
","2-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Dainty Cory,,,,,,,,,,,,,
Xingu Cory (,Corydoras xinguensis,"3.8-5.1cm (1.5-2  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.2
","22.2-27.2°C (72 -81  °F)
","5-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Xingu Cory (,Corydoras xinguensis,"3.8-5.1cm (1.5-2  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.2
","22.2-27.2°C (72 -81  °F)
","5-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Xingu Cory (,Corydoras xinguensis,"3.8-5.1cm (1.5-2  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.2
","22.2-27.2°C (72 -81  °F)
","5-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
CW031,,,,,,,,,,,,,
Pantana Cory (,Corydoras pantanalensis,"7.1-8.1cm (2.8-3.2  "")
",Moderate,"114 Litres (30   US G.)
","Freshwater  
","6.5 - 7.5
","22.2-26.1°C (72 -79  °F)
","5-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Reynold's Cory (,Corydoras reynoldsi,"3-3.2  cm (1.2-1.3"")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","6.0 - 8.0
","22 -26  °C (71.6-78.8°F)
","1-20 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
CW003,,,,,,,,,,,,,
Sangama Cory (,Corydoras virginiae,"5.1-6.1cm (2-2.4  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.2
","22.2-27.2°C (72 -81  °F)
","5-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Burgess' Cory (,Corydoras burgessi,"5.1-5.6cm (2-2.2  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","5.6 - 7.2
","22.8-26.1°C (73 -79  °F)
","1-10 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Arched Corydoras (,Corydoras arcuatus,"5.1-7.6cm (2-3  "")
",Moderate,"114 Litres (30   US G.)
","Freshwater  
","6.5 - 7.5
","21.7-25.6°C (71 -78  °F)
","5-15 °d
","1:2 M:F
",Omnivore,"3-5 years
",South America,"Callichthyidae
"
Bronze Cory (,Corydoras aeneus,"3-7  cm (1.2-2.8"")
",Easy,"76 Litres (20   US G.)
","Freshwater  
","5.8 - 7.5
","22 -26  °C (71.6-78.8°F)
","20-30 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Copei Cory,,,,,,,,,,,,,
Colicana Cory,,,,,,,,,,,,,
Cory Asher,,,,,,,,,,,,,
Blackstripe Cory (,Corydoras bondi,"3.8-5.1cm (1.5-2  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.2
","20-23.9°C (68 -75  °F)
","2-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
Category:Corydoras,,,,,,,,,,,,,
Breei Cory (,Corydoras breei,"3.8-4.6cm (1.5-1.8  "")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","6.0 - 7.2
","22.2-26.1°C (72 -79  °F)
","2-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
C107,,,,,,,,,,,,,
C105,,,,,,,,,,,,,
C106,,,,,,,,,,,,,
Bronze Cory (,Corydoras aeneus,"3-7  cm (1.2-2.8"")
",Easy,"76 Litres (20   US G.)
","Freshwater  
","5.8 - 7.5
","22 -26  °C (71.6-78.8°F)
","20-30 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
C108,,,,,,,,,,,,,
Black Sail Cory (,Corydoras melanistius,"5.1-5.6cm (2-2.2  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.0
","22.2-26.1°C (72 -79  °F)
","2-15 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
C12,,,,,,,,,,,,,
C055,,,,,,,,,,,,,
C004,,,,,,,,,,,,,
Burgess' Cory,,,,,,,,,,,,,
Bumblebee Cory,,,,,,,,,,,,,
Brown Cory,,,,,,,,,,,,,
C020,,,,,,,,,,,,,
Loricariidae,,,,,,,,,,,,,
C005,,,,,,,,,,,,,
Gold Spot Pleco (,Pterygoplichthys joselimaianus,"25.4-30.5cm (10-12  "")
",Moderate,"284 Litres (75   US G.)
","Freshwater  
","6.5 - 7.5
","24 -29  °C (75.2-84.2°F)
","8-12 °d
","1:1 M:F
",Herbivore,"5-15 years
",South America,"Loricariidae
"
Bond's Cory,,,,,,,,,,,,,
Corydora,,,,,,,,,,,,,
Bristlenose Catfish (,Ancistrus sp.,"12.7-15.2cm (5-6  "")
",Moderate,"57 Litres (15   US G.)
","Freshwater  
","5.8 - 7.5
","21.1-26.1°C (70 -79  °F)
","6-13 °d
","1:1 M:F
",,"
",,
Breei Cory,,,,,,,,,,,,,
Golden otocinclus,,,,,,,,,,,,,
Bronze Cory,,,,,,,,,,,,,
Midget Suckermouth Catfish,,,,,,,,,,,,,
Plecos,,,,,,,,,,,,,
Xingu Cory (,Corydoras xinguensis,"3.8-5.1cm (1.5-2  "")
",Moderate,"76 Litres (20   US G.)
","Freshwater  
","6.0 - 7.2
","22.2-27.2°C (72 -81  °F)
","5-12 °d
","1:1 M:F
",Omnivore,"15-25 years
",South America,"Callichthyidae
"
